ID,protocol name,protocol number,protocol date,periodicity,ATTENTION,ID2,ALARM,ID3,team
1010261,Испытания на стойкость к воздействию внешних механических факторов,61/18,19.11.2018,10,2028-10-19,1010261,2028-11-19,1010261,ОЭМ
1010262,Испытания на сейсмостойкость,16-03-18,05.04.2018,10,2028-03-05,1010262,2028-04-05,1010262,ОЭМ
1010263,Испытания на климатические и механические воздействия,Обоснование,01.01.2012,10,2021-12-01,1010263,2022-01-01,1010263,ОЭМ
1010264,Испытания на прочность при транспортировании и испытания упаковки,Обоснование,01.01.2012,10,2021-12-01,1010264,2022-01-01,1010264,ОЭМ
1010265,Испытания на отключение тока холостого хода трансформаторов собственных нужд,374К-92,16.04.1992,10,2002-03-16,1010265,2002-04-16,1010265,ОЭМ
1010266,ДРУГОЕ,05-04-19,19.04.2019,10,2029-03-19,1010266,2029-04-19,1010266,ОЭМ
1010267,Испытания на сейсмостойкость,08-06-16,22.06.2016,10,2026-05-22,1010267,2026-06-22,1010267,ОЭМ
1010268,Проверка внешнего вида и проверка на соответствие чертежам,08-10-14-01,20.10.2014,10,2024-09-20,1010268,2024-10-20,1010268,ОЭМ
1010269,Испытания на климатические и механические воздействия,10-09-15,16.09.2015,10,2025-08-16,1010269,2025-09-16,1010269,ОЭМ
1010270,Испытание на коммутационную способность,012-039-2016,03.06.2016,10,2026-05-03,1010270,2026-06-03,1010270,ОЭМ
1010271,Испытание на коммутационную способность,012-203-2015,11.12.2015,10,2025-11-11,1010271,2025-12-11,1010271,ОЭМ
1010272,Испытания на безопасность,16-12-14,27.12.2014,10,2024-11-27,1010272,2024-12-27,1010272,ОЭМ
1010273,Испытания на электродинамическую и термическую стойкость током КЗ,017-036-2016,19.05.2016,10,2026-04-19,1010273,2026-05-19,1010273,ОЭМ
1010274,Испытания на электродинамическую и термическую стойкость током КЗ,017-157-2015,16.10.2015,10,2025-09-16,1010274,2025-10-16,1010274,ОЭМ
1010275,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-157-2015,16.10.2015,10,2025-09-16,1010275,2025-10-16,1010275,ОЭМ
1010276,Испытание на нагрев,18-09-14-01,27.10.2014,10,2024-09-27,1010276,2024-10-27,1010276,ОЭМ
1010277,Испытания на прочность при транспортировании и испытания упаковки,18-11-14,24.10.2014,10,2024-09-24,1010277,2024-10-24,1010277,ОЭМ
1010278,Электромеханические испытания,22-10-14,03.11.2014,10,2024-10-03,1010278,2024-11-03,1010278,ОЭМ
1010279,Испытания электрической прочности изоляции,24-07-13,24.07.2013,10,2023-06-24,1010279,2023-07-24,1010279,ОЭМ
1010280,Контрольная сборка и испытание на взаимозаменяемость однотипных выкатных элементов,24-11-14-01,24.11.2014,10,2024-10-24,1010280,2024-11-24,1010280,ОЭМ
1010281,Испытание на надежность,26-11-14,02.12.2014,10,2024-11-02,1010281,2024-12-02,1010281,ОЭМ
1010282,Испытания электрической прочности изоляции,28-10-14,11.11.2014,10,2024-10-11,1010282,2024-11-11,1010282,ОЭМ
1010283,Испытание на коммутационную способность,012-028-2021,19.02.2021,10,2031-01-19,1010283,2031-02-19,1010283,ОЭМ
1010284,Испытания на электродинамическую и термическую стойкость током КЗ,017-004-2021,21.01.2021,10,2030-12-21,1010284,2031-01-21,1010284,ОЭМ
1010285,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-004-2021,21.01.2021,10,2030-12-21,1010285,2031-01-21,1010285,ОЭМ
1010286,Испытания на электродинамическую и термическую стойкость током КЗ,017-051-2021,31.03.2021,10,2031-02-28,1010286,2031-03-31,1010286,ОЭМ
1010287,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-051-2021,31.03.2021,10,2031-02-28,1010287,2031-03-31,1010287,ОЭМ
1010288,Испытания на электродинамическую и термическую стойкость током КЗ,017-199-2020,12.11.2020,10,2030-10-12,1010288,2030-11-12,1010288,ОЭМ
1010289,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-199-2020,12.11.2020,10,2030-10-12,1010289,2030-11-12,1010289,ОЭМ
1010290,Испытания на электродинамическую и термическую стойкость током КЗ,017-200-2021,12.11.2020,10,2030-10-12,1010290,2030-11-12,1010290,ОЭМ
1010291,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-200-2021,12.11.2020,10,2030-10-12,1010291,2030-11-12,1010291,ОЭМ
1010292,Испытание на коммутационную способность,012-109-2017,10.08.2017,10,2027-07-10,1010292,2027-08-10,1010292,ОЭМ
1010293,Испытания на электродинамическую и термическую стойкость током КЗ,017-090-2017,17.07.2017,10,2027-06-17,1010293,2027-07-17,1010293,ОЭМ
1010294,Испытания на климатические и механические воздействия,30-12-12,31.01.2013,10,2022-12-31,1010294,2023-01-31,1010294,ОЭМ
1010295,Испытание на локализационную способность,012-083-2020,07.07.2020,10,2030-06-07,1010295,2030-07-07,1010295,ОЭМ
1010296,Испытания на сейсмостойкость,34/21,15.04.2021,10,2031-03-15,1010296,2031-04-15,1010296,ОЭМ
1010297,Испытания на стойкость к воздействию внешних механических факторов,34/21,15.04.2021,10,2031-03-15,1010297,2031-04-15,1010297,ОЭМ
1010298,Испытания на электродинамическую и термическую стойкость током КЗ,017-005-2021,21.01.2021,10,2030-12-21,1010298,2031-01-21,1010298,ОЭМ
1010299,Испытания на включающую способность ЗР,012-125-2020,14.08.2020,10,2030-07-14,1010299,2030-08-14,1010299,ОЭМ
1010300,Испытания на электродинамическую и термическую стойкость током КЗ,017-118-2020,10.08.2020,10,2030-07-10,1010300,2030-08-10,1010300,ОЭМ
1010301,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-118-2020,10.08.2020,10,2030-07-10,1010301,2030-08-10,1010301,ОЭМ
1010302,Испытание на коммутационную способность,012-090-2020,09.07.2020,10,2030-06-09,1010302,2030-07-09,1010302,ОЭМ
1010303,Испытание на коммутационную способность,012-088-2020,07.07.2020,10,2030-06-07,1010303,2030-07-07,1010303,ОЭМ
1010304,Испытание на локализационную способность,012-068-2020,28.05.2020,10,2030-04-28,1010304,2030-05-28,1010304,ОЭМ
1010305,Испытание на локализационную способность,012-070-2020,08.06.2020,10,2030-05-08,1010305,2030-06-08,1010305,ОЭМ
1010306,Испытание на локализационную способность,012-102-2020,04.08.2020,10,2030-07-04,1010306,2030-08-04,1010306,ОЭМ
1010307,Испытание на локализационную способность,012-091-2020,09.07.2020,10,2030-06-09,1010307,2030-07-09,1010307,ОЭМ
1010308,Испытание на локализационную способность,012-104-2020,04.08.2020,10,2030-07-04,1010308,2030-08-04,1010308,ОЭМ
1010309,Испытания на электродинамическую и термическую стойкость током КЗ,017-122-2020,14.08.2020,10,2030-07-14,1010309,2030-08-14,1010309,ОЭМ
1010310,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-122-2020,14.08.2020,10,2030-07-14,1010310,2030-08-14,1010310,ОЭМ
1010311,Испытание на локализационную способность,012-103-2020,04.08.2020,10,2030-07-04,1010311,2030-08-04,1010311,ОЭМ
1010312,Испытания на электродинамическую и термическую стойкость током КЗ,017-121-2020,14.08.2020,10,2030-07-14,1010312,2030-08-14,1010312,ОЭМ
1010313,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-121-2020,14.08.2020,10,2030-07-14,1010313,2030-08-14,1010313,ОЭМ
1010314,Испытание на локализационную способность,012-089-2020,09.07.2020,10,2030-06-09,1010314,2030-07-09,1010314,ОЭМ
1010315,Испытания на электромагнитную совместимость,17026996-20-СИЦ,12.03.2020,10,2030-02-12,1010315,2030-03-12,1010315,ОЭМ
1010316,Испытание на коммутационную способность,012-065-2020,26.05.2020,10,2030-04-26,1010316,2030-05-26,1010316,ОЭМ
1010317,Испытание на коммутационную способность,012-066-2020,26.05.2020,10,2030-04-26,1010317,2030-05-26,1010317,ОЭМ
1010318,Испытание на коммутационную способность,012-107-2017,10.08.2017,10,2027-07-10,1010318,2027-08-10,1010318,ОЭМ
1010319,Испытания на электродинамическую и термическую стойкость током КЗ,017-092-2017,17.07.2017,10,2027-06-17,1010319,2027-07-17,1010319,ОЭМ
1010320,Испытания на стойкость к воздействию внешних механических факторов,142/19,28.10.2019,10,2029-09-28,1010320,2029-10-28,1010320,ОЭМ
1010321,Испытания на сейсмостойкость,142/19,28.10.2019,10,2029-09-28,1010321,2029-10-28,1010321,ОЭМ
1010322,Испытания на стойкость к воздействию внешних механических факторов,143/19,28.10.2019,10,2029-09-28,1010322,2029-10-28,1010322,ОЭМ
1010323,Испытания на сейсмостойкость,143/19,28.10.2019,10,2029-09-28,1010323,2029-10-28,1010323,ОЭМ
1010324,Испытания на электродинамическую и термическую стойкость током КЗ,017-091-2017,17.07.2017,10,2027-06-17,1010324,2027-07-17,1010324,ОЭМ
1010325,Испытания на электромагнитную совместимость,Т0541/003-2021,08.02.2021,10,2031-01-08,1010325,2031-02-08,1010325,ОЭМ
1010326,Испытание на коммутационную способность,012-108-2017,10.08.2017,10,2027-07-10,1010326,2027-08-10,1010326,ОЭМ
1010327,Испытание на грибостойкость,13083,06.04.2021,10,2031-03-06,1010327,2031-04-06,1010327,ОЭМ
1010328,Электромеханические испытания,26-04-21,20.05.2021,10,2031-04-20,1010328,2031-05-20,1010328,ОЭМ
1010329,Испытание на нагрев,28-12-20,20.05.2021,10,2031-04-20,1010329,2031-05-20,1010329,ОЭМ
1010330,Испытания электрической прочности изоляции,21-12-20,20.05.2021,10,2031-04-20,1010330,2031-05-20,1010330,ОЭМ
1010331,Замер электрического сопротивления участка главной цепи,21-05-21-01,24.05.2021,10,2031-04-24,1010331,2031-05-24,1010331,ОЭМ
1010332,Испытание на нагрев,24-05-21,26.05.2021,10,2031-04-26,1010332,2031-05-26,1010332,ОЭМ
1010333,Испытания на сейсмостойкость,07-12-08,24.12.2008,10,2018-11-24,1010333,2018-12-24,1010333,ОЭМ
1010334,Испытание на надежность,10-01-13,28.01.2013,10,2022-12-28,1010334,2023-01-28,1010334,ОЭМ
1010335,Проверка внешнего вида и проверка на соответствие чертежам,11-12-12,25.12.2012,10,2022-11-25,1010335,2022-12-25,1010335,ОЭМ
1010336,Испытание на локализационную способность,012-065-2008,11.04.2008,10,2018-03-11,1010336,2018-04-11,1010336,ОЭМ
1010337,Испытание на коммутационную способность,012-207-2008,15.09.2008,10,2018-08-15,1010337,2018-09-15,1010337,ОЭМ
1010338,Контрольная сборка и испытание на взаимозаменяемость однотипных выкатных элементов,12-01-13,28.01.2013,10,2022-12-28,1010338,2023-01-28,1010338,ОЭМ
1010339,Соосность и величина вхождения контактов,12-12-14-01,18.12.2014,10,2024-11-18,1010339,2024-12-18,1010339,ОЭМ
1010340,Измерение сопротивления изоляции,13-02-15,19.02.2015,10,2025-01-19,1010340,2025-02-19,1010340,ОЭМ
1010341,Испытания электрической прочности изоляции,13-12-12,28.12.2012,10,2022-11-28,1010341,2022-12-28,1010341,ОЭМ
1010342,Испытание на нагрев,15-01-13-02,28.01.2013,10,2022-12-28,1010342,2023-01-28,1010342,ОЭМ
1010343,Испытания электрической прочности изоляции,15-12-14-01,26.12.2014,10,2024-11-26,1010343,2024-12-26,1010343,ОЭМ
1010344,Испытания на прочность при транспортировании и испытания упаковки,17-01-13,28.01.2013,10,2022-12-28,1010344,2023-01-28,1010344,ОЭМ
1010345,Испытания на климатические и механические воздействия,19-06-14,23.06.2014,10,2024-05-23,1010345,2024-06-23,1010345,ОЭМ
1010346,Испытания на климатические и механические воздействия,28-01-13,28.01.2013,10,2022-12-28,1010346,2023-01-28,1010346,ОЭМ
1010347,Испытания на электродинамическую и термическую стойкость током КЗ,017-202-2007,30.11.2007,10,2017-10-30,1010347,2017-11-30,1010347,ОЭМ
1010348,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-202-2007,30.11.2007,10,2017-10-30,1010348,2017-11-30,1010348,ОЭМ
1010349,Испытание на локализационную способность,Тех. Информация 80-2021,,10,2022-06-07,1010349,ДАТА ОТСУТСТВУЕТ!,1010349,ОЭМ
1010350,Испытания на электромагнитную совместимость,Т0541/022-2021,,10,2022-06-07,1010350,ДАТА ОТСУТСТВУЕТ!,1010350,ОЭМ
1010351,Испытания на электромагнитную совместимость,Т0541/023-2021,28.07.2021,10,2031-06-28,1010351,2031-07-28,1010351,ОЭМ
1010352,Испытания на электродинамическую и термическую стойкость током КЗ,017-117-2021,03.08.2021,10,2031-07-03,1010352,2031-08-03,1010352,ОЭМ
1010353,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-125-2021,17.08.2021,10,2031-07-17,1010353,2031-08-17,1010353,ОЭМ
1010354,Испытания на электродинамическую и термическую стойкость током КЗ,017-118-2021,03.08.2021,10,2031-07-03,1010354,2031-08-03,1010354,ОЭМ
1010355,Испытание на соответствие степени защиты оболочки,0308569-21-СИЦ,05.08.2021,10,2031-07-05,1010355,2031-08-05,1010355,ОЭМ
1010356,Испытание на нагрев,26-07-21,16.08.2021,10,2031-07-16,1010356,2031-08-16,1010356,ОЭМ
1010357,Испытание на нагрев,03-06-21,08.06.2021,10,2031-05-08,1010357,2031-06-08,1010357,ОЭМ
1010358,Испытание на нагрев,02-06-21-01,08.06.2021,10,2031-05-08,1010358,2031-06-08,1010358,ОЭМ
1010359,Испытание на нагрев,01-06-21-01,08.06.2021,10,2031-05-08,1010359,2031-06-08,1010359,ОЭМ
1010360,Испытания электрической прочности изоляции,01-06-21-03,08.06.2021,10,2031-05-08,1010360,2031-06-08,1010360,ОЭМ
1010361,Испытания электрической прочности изоляции,01-06-21-02,08.06.2021,10,2031-05-08,1010361,2031-06-08,1010361,ОЭМ
1010362,Испытания электрической прочности изоляции,02-06-21,08.06.2021,10,2031-05-08,1010362,2031-06-08,1010362,ОЭМ
1010363,Испытания на электромагнитную совместимость,Т0541/026-2021,,10,2022-06-07,1010363,ДАТА ОТСУТСТВУЕТ!,1010363,ОЭМ
1010364,Электромеханические испытания,01-07-21,26.08.2021,10,2031-07-26,1010364,2031-08-26,1010364,ОЭМ
1010365,Испытания электрической прочности изоляции,15-09-21,16.09.2021,10,2031-08-16,1010365,2031-09-16,1010365,ОЭМ
1010366,Испытание на соответствие степени защиты оболочки,16-12-14,27.12.2014,10,2024-11-27,1010366,2024-12-27,1010366,ОЭМ
1010367,Испытания на электродинамическую и термическую стойкость током КЗ,017-115-2021,03.08.2021,10,2031-07-03,1010367,2031-08-03,1010367,ОЭМ
1010368,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,017-115-2021,03.08.2021,10,2031-07-03,1010368,2031-08-03,1010368,ОЭМ
1010369,Испытания на электродинамическую и термическую стойкость током КЗ,017-116-2021,03.08.2021,10,2031-07-03,1010369,2031-08-03,1010369,ОЭМ
1010370,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,Тех. Информация 87-2021,27.07.2021,10,2031-06-27,1010370,2031-07-27,1010370,ОЭМ
1010371,Испытание на нагрев,05-08-21,06.09.2021,10,2031-08-06,1010371,2031-09-06,1010371,ОЭМ
1010372,Испытания на электродинамическую и термическую стойкость током КЗ,312-2021-102,26.05.2021,10,2031-04-26,1010372,2031-05-26,1010372,ОЭМ
1010373,Испытания на электродинамическую и термическую стойкость током КЗ цепей заземления,312-2021-102,26.05.2021,10,2031-04-26,1010373,2031-05-26,1010373,ОЭМ
1010374,Испытания на сейсмостойкость,36/20,08.04.2020,10,2030-03-08,1010374,2030-04-08,1010374,ОЭМ
1010375,Испытания на стойкость к воздействию внешних механических факторов,36/20,08.04.2020,10,2030-03-08,1010375,2030-04-08,1010375,ОЭМ
1010376,Испытания на сейсмостойкость,37/20,08.04.2020,10,2030-03-08,1010376,2030-04-08,1010376,ОЭМ
1010377,Испытания на стойкость к воздействию внешних механических факторов,37/20,08.04.2020,10,2030-03-08,1010377,2030-04-08,1010377,ОЭМ
1010378,Испытания на сейсмостойкость,38/20,08.04.2020,10,2030-03-08,1010378,2030-04-08,1010378,ОЭМ
1010379,Испытания на стойкость к воздействию внешних механических факторов,38/20,08.04.2020,10,2030-03-08,1010379,2030-04-08,1010379,ОЭМ
1010380,Испытания на сейсмостойкость,108/21,29.10.2021,10,2031-09-29,1010380,2031-10-29,1010380,ОЭМ
1010381,Испытания на стойкость к воздействию внешних механических факторов,108/21,29.10.2021,10,2031-09-29,1010381,2031-10-29,1010381,ОЭМ
1010382,Испытания на сейсмостойкость,109/21,29.10.2021,10,2031-09-29,1010382,2031-10-29,1010382,ОЭМ
1010383,Испытания на стойкость к воздействию внешних механических факторов,109/21,29.10.2021,10,2031-09-29,1010383,2031-10-29,1010383,ОЭМ
1010384,Испытания на сейсмостойкость,110/21,29.10.2021,10,2031-09-29,1010384,2031-10-29,1010384,ОЭМ
1010385,Испытания на стойкость к воздействию внешних механических факторов,110/21,29.10.2021,10,2031-09-29,1010385,2031-10-29,1010385,ОЭМ
1010386,Испытание на соответствие степени защиты оболочки,17-07-21,09.11.2021,10,2031-10-09,1010386,2031-11-09,1010386,ОЭМ
1010387,Испытание на коммутационную способность,012-132-2021,06.09.2021,10,2031-08-06,1010387,2031-09-06,1010387,ОЭМ
1010388,Испытание на коммутационную способность,012-131-2021,06.09.2021,10,2031-08-06,1010388,2031-09-06,1010388,ОЭМ
1010389,Испытания на прочность при транспортировании и испытания упаковки,29-07-21-01,01.10.2021,10,2031-09-01,1010389,2031-10-01,1010389,ОЭМ
1010390,Испытание на нагрев,19-06-21,27.08.2021,10,2031-07-27,1010390,2031-08-27,1010390,ОЭМ
1010391,Испытание на соответствие степени защиты оболочки,22-07-21,06.09.2021,10,2031-08-06,1010391,2031-09-06,1010391,ОЭМ
1010392,Испытание на нагрев,19-06-21,,10,2022-06-07,1010392,ДАТА ОТСУТСТВУЕТ!,1010392,ОЭМ
1010393,Испытание на нагрев,03-06-21,,10,2022-06-07,1010393,ДАТА ОТСУТСТВУЕТ!,1010393,ОЭМ
1010394,Испытание на нагрев,01-06-21-01,,10,2022-06-07,1010394,ДАТА ОТСУТСТВУЕТ!,1010394,ОЭМ
1010395,Испытание на нагрев,02-06-21-01,,10,2022-06-07,1010395,ДАТА ОТСУТСТВУЕТ!,1010395,ОЭМ
1010396,Испытания на прочность при транспортировании и испытания упаковки,29-07-21,06.09.2021,10,2031-08-06,1010396,2031-09-06,1010396,ОЭМ
1010397,Испытания на прочность при транспортировании и испытания упаковки,29-07-21,,10,2022-06-07,1010397,ДАТА ОТСУТСТВУЕТ!,1010397,ОЭМ
1010398,Испытания электрической прочности изоляции,18-06-21,27.08.2021,10,2031-07-27,1010398,2031-08-27,1010398,ОЭМ
1010399,Электромеханические испытания,11-06-21,27.08.2021,10,2031-07-27,1010399,2031-08-27,1010399,ОЭМ
1010400,Контрольная сборка и испытание на взаимозаменяемость однотипных выкатных элементов,22-06-21,27.08.2021,10,2031-07-27,1010400,2031-08-27,1010400,ОЭМ
1010401,Контрольная сборка и испытание на взаимозаменяемость однотипных выкатных элементов,04-06-21,27.08.2021,10,2031-07-27,1010401,2031-08-27,1010401,ОЭМ
1010402,Испытания на климатические и механические воздействия,02-08-21,27.08.2021,10,2031-07-27,1010402,2031-08-27,1010402,ОЭМ
1010403,Испытание на локализационную способность,012-133-2021,06.09.2021,10,2031-08-06,1010403,2031-09-06,1010403,ОЭМ
1010404,Испытание на локализационную способность,012-134-2021,06.09.2021,10,2031-08-06,1010404,2031-09-06,1010404,ОЭМ
1010405,Испытание на локализационную способность,012-135-2021,06.09.2021,10,2031-08-06,1010405,2031-09-06,1010405,ОЭМ
1010406,Испытание на локализационную способность,012-136-2021,06.09.2021,10,2031-08-06,1010406,2031-09-06,1010406,ОЭМ
1010407,Испытания на электромагнитную совместимость,№13,06.09.2021,10,2031-08-06,1010407,2031-09-06,1010407,ОЭМ
1010408,Испытания на электромагнитную совместимость,№14,06.09.2021,10,2031-08-06,1010408,2031-09-06,1010408,ОЭМ
1010409,Испытания на сейсмостойкость,35.1-08-21,06.09.2021,10,2031-08-06,1010409,2031-09-06,1010409,ОЭМ
1010410,Испытания на стойкость к воздействию внешних механических факторов,35.1-08-21,06.09.2021,10,2031-08-06,1010410,2031-09-06,1010410,ОЭМ
1010411,Испытания на сейсмостойкость,35.2-08-21,06.09.2021,10,2031-08-06,1010411,2031-09-06,1010411,ОЭМ
1010412,Испытания на стойкость к воздействию внешних механических факторов,35.2-08-21,06.09.2021,10,2031-08-06,1010412,2031-09-06,1010412,ОЭМ
1010413,Испытания на сейсмостойкость,35.3-08-21,06.09.2021,10,2031-08-06,1010413,2031-09-06,1010413,ОЭМ
1010414,Испытания на стойкость к воздействию внешних механических факторов,35.3-08-21,06.09.2021,10,2031-08-06,1010414,2031-09-06,1010414,ОЭМ
